tweets,type,class
أرجو ان تجدي نفسك في هذا العمل الجديد,positive,standard
إن قلبي يسلم عليك,positive,standard
أنا لا أكتب لأرضي أحد واتفق معك,neutral,standard
نهاية المباراة بفوز الترجي مبروك الترجي فاز اداءا ونتيجة,positive,standard
مسكين فقد حياته وعائلته مكلومة لفقدانها ابنها الصغير يجب وقف هذا العبث,negative,standard
متافق معاك لكن هدا راه اعتماد للتوقيت العادي بطريقة دبلوماسية,neutral,dialectal
توقيت مناسب شكرا,positive,standard
شكرا شكرا انه لمن دواعي سروري أن احظى بتهنئة خاصة منك ارجو لك أيضأ سنة سعيدة كلها افراح ومسرات ,positive,standard
شكرا ايها الطيب وارجو لك كل الخير والسعادة في حياتك,positive,standard
هي قادرة على احتضان الشعب الجزائري والشعب المغربي مرة واحدة ارجو لها كل التوفيق,positive,standard
 جميل جدا كل ماقلته ارجو لك السعادة صديقي حسن فخر لي ان تكون صديقي,positive,standard
الشرف كل الشرف لي بصداقتك,positive,standard
بصحتك رد بالك راه مزال فيها شهرين,positive,dialectal
أنا هنا لتجاوز ماقدمه الآخرين وليس للتقليد او التكرار,neutral,standard
الحب ينتزع ولا يعطى,neutral,standard
المشاكل التي أعيشها كفيلة بأن تنسف معنويات فيل أو ديناصور,negative,standard
جدتي من أمي وقع أخي في أزمة مالية كبيرة هذه الأيام وكان من المفروض علي دفع كل ذلك المبلغ بحكم أنني أخوه الأكبر وليس هناك شخص سيتحمل هذه المشكلة وعندما سمعت جدتي أنني مخنوق جدا واقترض المال كان المرحوم جدي قد ترك لها قطعة من الأرض فباعتها وقدمت لي مالها شكرا,mixed,standard
هذا الشخص يجعلني أشعر بقيمة الإنسان وعظمة الإنسان,positive,standard
رأي الناس فيك لايهم المهم هو رأيك انت حول نفسك,neutral,standard
إذا لم ينجح في اقناعها فهو ليس ملحد حقا واذا لم تنجح في اقناعه فهي ليست مؤمنة وإذا لم يتنازل أحدهم فليس هناك حب,neutral,standard
اما ان يجعلها ملحدة اما أن تجعله مؤمن,neutral,standard
انا متفق مع الفكرة فكروا في هاشتاغ مناسب لها مثل فضح المتحرش ويجب نشر كل الرسائل مثل تلك فيه وهكذا,neutral,dialectal
قاومي ولا تستسلمي,positive,standard
راك عزيزة وغالية والله ,positive,dialectal
غاية الحكمة أن يتقبل المرء نفسه كقدر وأن لا يرغب في أن يرى نفسه شيئا آخر,neutral,standard
مع كل مشكل جديد لايكون العالم هو نفسهولاتكون أنت الشخص نفسه,neutral,standard
إذا أراد أحد أن يكون مهما فعليه أن يحترم ظله,neutral,standard
الأحكام التي صدرت في حق المعتقلين تحتقر الشعب في الحقيقه,negative,standard
كأس العالم بدون المغرب وألمانيا ليس كأس عالم ,negative,standard
أحكام جائرة لا نقاش حول هذه القضية,neutral,standard
رسالة للحكومة ألستم أنتم من قلتم إن الوطن غفور رحيم فلماذا كان مع المناضلين الشرفاء شديد العقاب,mixed,standard
الحقيقة إنها أصعب فترة في حياتي,negative,standard
منتخبنا الوطني في كلمة واحدة فرض على العالم الرياضي احترامه,positive,standard
شكرا للمنتخب الوطني فرجتونا,positive,dialectal
اعتقد أنك بحاجة ماسة لزيارة أقرب طبيب نفساني انت حالة نفسية مرضية,negative,standard
هذا دليل كافي على حجم تخلف وعدم تحضر المجتمع السعودي آخر دولة في العالم تسمح المرأة بقيادة السيارة,negative,standard
الحمد لله شكرا للرب على متابعتي في تويتر شيء عظيم لا يصدق هذه ليلة مباركة ,positive,standard
غالبا لا أفضل الدخول في جدال مع أمثالك لكن ليس هناك دولة ترعى الشر وغارقة في الفساد أكثر من السعودية في العالم والسعودية هي الدولة الأقل شفافية والأقل ديمقراطية في العالم قبيلة تحكم مجموعة من القبائل هذا هو النظام السياسي في السعودية,negative,standard
انتم من صوت لأمريكا وأطلق فكرة العداء,negative,standard
تغريدة تعكس قسوة العيش في المغرب,negative,standard
من الظلم أن ابدو لك قويا وتعتقد أنني أستحق الألم,neutral,standard
كاين اللي كيعيش الحياة وكيدخل لتويتر مرة مرة وكاين اللي كيعيش تويتر وكيدخل للحياة مرة مرة,neutral,dialectal
عندما أقرأ منشوراتك كمسؤول عن قطاع الرياضة في السعودية استنتج حجم الأزمة القيمية والفكرية التي يعانيها المجتمع السعودي,negative,standard
نحاول ان نخفي مشاكلنا الواقعية بالإنغماس في العالم الافتراضي أصبحت مواقع التواصل الإجتماعي مكان للهرب من الواقع,negative,standard
مكتميزش بين ضربة جزاء وتسلل وتنتقد المدرب الزمر هدا,negative,dialectal
الفيفا دائما على علم بأنها تظلم المغرب وتحاول التغطية على ذلك بمثل هذه المبادرات التافهة,negative,standard
اداء رائع من الفريق الوطني المغربي المنتخب البرتغالي سرق الفوز فقط معليش معليش,positive,standard
رونالدو كون راجل ومتنكرش العشرة خيرنا سابق,positive,dialectal
أي واحد بغانا ودار اي حاجة باش اوصلنا كنسمحو فيه ونزيدو,mixed,dialectal
كلنا أطفال نعتبر كبارا لأننا تعلمنا كيف نخفي ذلك الطفل الذي بداخلنا,neutral,standard
اختي راه الكبت والجهل راه كينتجو الوحوش البشرية,negative,dialectal
ارجو لك الشفاء العاجل,positive,standard
نعم الإنجاب حتى الحيوانات تنجب اذن لا فخر في ذلك مشكلتنا اننا مجتمعات تنجب ولا تربي,negative,standard
